,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
285,What is the woman looking at?,Computer screen.,Me matar take kallo.?,Fuskar kwamfuta.,1114,2326262
286,What color is the puppy?,Brown and white.,Menene launin ɗan kwikwiyon?,Ruwan ƙasa da fari.,2092,2383244
287,Why is a surfboard on the roof?,It is too long for the inside.,Meyasa allon wasan igiyan ruwan a kan rufin?,Yayi tsayi sosai wa cikin.,2649,2409074
288,How many headlights?,Two.,Nawane adadin fitilun gaba?,Biyu.,761,2409074
289,When will the fountain stop?,It is a continous flow.,Yaushe ɓulɓulan zata tsaya?,Ta kasance mai cigaba da gudana.,2310,2326635
290,Who is wearing glasses?,Tennis player.,Waye yake sanye da tabarau?,Ɗan wasan tanis.,2705,2389363
291,How is the snowman standing up?,Two sticks.,Ta yaya mutumin dusar ƙanƙarar ya tsaya?,Sanduna biyu.,2171,2359510
292,Where is the girl riding the bike?,In the street.,A ina yarinyar take tuƙa keken?,A titin.,365,2370863
293,How many men are there?,One.,Nawane adadin mutane a gurin?,Ɗaya.,2716,2415316
294,Why is the man holding an umbrella?,It is raining.,Meyasa mutumin yake riƙe da lema?,Ana ruwan sama.,588,2415316
295,What is the parking location?,Tarmac.,Menene gurin ajiyan?,Kwalta.,1612,2379652
296,Where are they?,Tennis Court.,A ina suke?,Filin tanis.,1073,2386210
297,Where are the leaves?,On the tree.,Ina ganyayyakin?,A kan bishiyan.,261,2321878
298,Where is the white hat?,On the woman's head.,Ina farar hulan?,A kan matar.,290,2321878
299,What color are the man's socks?,Black.,Menene launin safar mutumin?,Baƙa.,717,2408770
300,What is the number of sheep without horns?,Three.,Menene adadin tumakai marasa ƙaho?,Uku.,2495,2410990
301,What color is the grass?,Green.,Menene launin ciyawar?,Kore.,1530,2345930
302,How many people on the field are in red?,5,Mutane nawane a filin a cikin ja?,5,31,2345930
303,Where is the surfboard?,Under the person.,Ina allon hawan igiyar ruwan?,A ƙarƙashin mutumin.,398,2324679
304,What color is the lamb?,Dirty white.,Menene launin ɗan tunkiyan?,Fari me dauɗa.,1036,2333753
305,How many toilets are there?,One.,Nawane adadin ban ɗaki a gurin?,Ɗaya.,2716,2364944
306,What is written in the plane?,Express.,Me aka rubuta a jikin jirgin saman?,Express.,1000,2393380
307,Where is there water?,Toilet bowl.,A ina ne akwai ruwa?,Kwanon bahaya.,1627,2359902
308,What is beneath the bear?,The sidewalk.,Menene a ƙasan dabbar beya ɗin?,Gefen titin.,1160,2396561
309,What is on the table in front of the girl?,Plate.,Menene a kan tebur ɗin gaban yarinyar?,Faranti.,1011,2391656
310,What color is the woman's hair?,Blonde.,Menene launin gashin matar?,Blonde.,762,2413552
311,What color is the wetsuit?,Black and blue.,Menene launin rigar ruwan?,Baƙi da shuɗi.,726,2413552
312,What is the woman wearing?,White veil.,Me matar take sanye dashi?,Farin gyale.,1052,2374167
313,What is brown?,Ground.,Menene ruwan ƙasa?,Ƙasa.,2752,2330978
314,Why are there poles next to the building?,It's under construction.,Meyasa akwai ƙarafuna a kusa da ginin?,Ana cikin aikin gini.,586,2326635
315,Where are the buildings?,In the distance.,Ina gine-ginen?,A nesa.,328,2326635
316,What is the woman doing with the right foot?,Stepping on the leash.,Me matar takeyi da ƙafar dama?,Taka leshin.,2335,2399443
317,What is on the man's eyes?,Glasses.,Menene a idon mutumin?,Tabarau.,2319,2389363
318,What is around the snowman's neck?,The tie.,Menene a zagaye da wuyan mutumin dusan ƙanƙarar?,Ɗamarar wuyan.,2703,2359510
319,What color is the plate?,White.,Menene launin farantin?,Fari.,1039,2385913
320,Where was the photo taken?,A shopping center.,A ina aka ɗauka hoton?,A gurin siyayya.,213,2317544
321,What color is the pole the man is holding?,Blue and white.,Menene launin ƙarfen da mutumin yake riƙe dashi?,Shuɗi da fari.,2219,2417622
322,What are they holding?,Tennis Racket.,Me suke riƙe dashi?,Raket ɗin tanis.,1999,2386210
323,What is on the ground?,Line.,Menene a ƙasa.?,Layi.,1669,2393970
324,What is cast?,Shadows.,Menene ya fito?,Inuwa.,1296,2393748
325,What is she swinging?,Tennis racquet.,Me take lilawa?,Racquet ɗin tanis.,1993,2332991
326,What is green?,Trees.,Menene kore?,Bishiyoyi.,756,2332991
327,Who is wearing black jeans?,The boy.,Waye ya sanya baƙin jeans?,Yaron.,2642,2389352
328,How many windows are visible?,Just one.,Nawane adadin tagan da ake iya gani?,Ɗaya kawai.,2713,2407651
329,What is red?,A line painted on a wooden bureau.,Menene ja?,Layi ne da akayi fenti a jikin ma'ajiyar itace.,1667,2407651
330,Why is the screen on?,The tv is on.,Meyasa fuskar a kunne?,Talabijin ɗin a kunne.,2346,2403773
331,How many clouds?,None.,Nawane adadin giza-gizai?,Babu.,640,2341904
332,Where is the train?,On tracks.,Ina jirgin ƙasan?,Akan titin jirgin ƙasa.,533,2341904
333,What color are the dogs paws?,Brown.,Menene launin dungun karnuka?,Ruwan ƙasa.,2105,2353595
334,When was this picture taken?,Daytime.,Yaushe aka ɗauka hoton?,Da rana.,860,2345930
335,What number is on the post?,12,Wacce lamba ce a jikin turken?,12,13,2395647
336,Who is washing the lamb?,A woman.,Waye yake wanke ɗan tunkiyan?,Mata.,1809,2333753
337,Why is the keyboard needed?,To type.,Meyasa ake buƙatar masarrafin kwamfuta?,Don rubutu.,965,2342072
338,What is being brushed?,Teeth.,Menene ake gogewa?,Haƙora.,1254,2401010
339,Where are the red blinking lights?,On the wing tips.,Ina jan haske dake ƙiftawa?,A ƙarshen fuffuken.,394,2376233
340,What color are the man's pants?,Blue.,Menene launin wandon mutumin?,Shuɗi.,2230,2410197
341,What is the skier holding?,Poles.,Me mai sulun ƙanƙarar yake riƙe dashi?,Sanduna.,2172,2410197
342,What is green and blue?,The court.,Menene kore da shuɗi?,Filin.,1079,2409658
343,What are lined up in front of the building on the left?,Trees.,Menene aka jera a gaban ginin da yake hagu?,Bishiyoyi.,756,2373667
344,What was her age?,About 20.,Menene shekarunta?,Kusan 20.,1594,2405799
345,What kind of window is above bear?,Glass.,Wacce irin taga ce a saman beya ɗin?,Gilashi.,1175,2396561
346,Who is in the photo?,No one.,Waye a cikin hoton?,Ba kowa.,607,2316899
347,Where was the picture taken?,Mountain.,A ina aka ɗauka hoton?,Dutse mai tudu.,993,2370772
348,What are the people doing?,Walking.,Me mutanen sukeyi?,Tafiya.,2328,2372875
349,Where are the dogs?,Parking lot.,Ina karnukan?,Wurin ajiye abin hawa.,2559,2394177
350,What is this photo of?,Man and boy.,Hoton menene wannan?,Mutumi da yaro.,1901,2335797
351,Where is the snow?,On the ground.,Ina dusar ƙanƙarar?,A ƙasan.,407,2322887
352,What is next to the computer?,A mouse.,Menene a kusa da kwamfutar?,Linzamin kwamfuta.,1685,2335099
353,How many computers are there?,1,Nawane adadin kwamfuta a gurin?,1,8,2335099
354,Where are the chairs?,Behind the cat.,Ina kujerun?,A bayan magen.,75,2316490
355,What color is the cat?,Black.,Menene launin magen?,Baƙi.,729,2417622
356,Why is the cat looking up?,It's looking at the feathers of the cat toy.,Meyasa magen take kallon sama?,Tana kallon gashin abin wasan magen.,2359,2417622
357,What is the cat's iris color?,Green.,Menene launin ƙwayar idon magen?,Kore.,1530,2403773
358,What are the zebras doing?,Standing.,Me jakunan dawan suke yi?,Tsayuwa.,2454,2365039
359,Where is the plate?,On a ledge.,Ina farantin?,A kan tudu.,302,2391010
360,How many players are holding bats?,3,Nawane adadin'yan wasa dake riƙe da kulki?,3,25,2340332
361,How is the weather?,Sunny.,Ya yanayin yake?,Mai rana.,1769,2392682
362,What color is the remote control?,White.,Menene launin masarrafar tazara?,Fari.,1039,2342072
363,What is seen in the picture?,Aeroplane.,Me aka gani a cikin hoton?,Jirgin sama.,1374,2393380
364,What is this photo of?,A runway.,Hoton menene wannan?,Titin jirgin sama.,2420,2393380
365,What color is the plate?,Yellow.,Menene launin farantin?,Ruwan ɗorawa.,2110,2408726
366,What color is the man's jacket?,White.,Menene launin kwat ɗin mutumin?,Fari.,1039,2410197
367,What sort of terrain is the bike rider on?,A dirt road.,A kan wacce irin ƙasa matuƙa babur ɗin suke?,Hanya mai dauɗa.,1228,2370799
368,What is lining the side of the food?,Cucumbers.,Menene jeje a gefen abincin?,Kwakwamba.,1601,2375728
369,Where is the car without headlights?,In the front.,Ina mota marar fitila?,A gaban.,188,2415601
370,What is in the photo?,Giraffes.,Menene a cikin hoton?,Raƙuman dawa.,2028,2349358
371,What color is the whizzo box?,Red and yellow.,Menene launin akwatin whizzo?,Ja da ɗorawa.,1316,2382724
372,What is the dog holding?,A frisbee.,Me karen yake riƙe dashi?,Frisbee.,1101,2336673
373,What toppings are on the pizza?,Cheese and sauce.,Wani abu ne akan ne a kan fizza ɗin?,Cukui da miya.,833,2391656
374,Who is taking the picture?,Man and woman.,Waye yake ɗaukan hoton?,Mutumi da mata.,1900,2383244
375,What has tires?,A motorbike.,Menene yakeda taya?,Babur.,642,2394177
376,How are the bikes standing there?,They are held up by the railing.,Taya kekunan suke tsaye?,Suna jingine da shingen ƙarfen.,2278,2326635
377,When was the picture taken?,Daytime.,Yaushe aka ɗauki hoton?,Da rana.,860,2329138
378,Where are the rocks with fruit on them?,On the river bed.,Ina dutsuna masu kayan itace akansu?,A bakin ruwa.,57,2339344
379,Where is the fruit?,On the rocks.,Ina kayan itacen?,A kan dutsen.,267,2339344
380,When was this taken?,Bedtime.,Yaushe aka ɗauki wannan hoton?,Lokacin bacci.,1689,2335797
381,What is the table made of?,Wood.,Dame akayi teburin?,Katako.,1475,2385913
382,When was the pic taken?,During the day.,Yaushe aka ɗauki hoton?,Da rana.,860,2335099
383,When was the pic taken?,During the day.,Yaushe aka ɗauki hoton?,Da rana.,860,2378433
384,What is gree?,Umbrella.,Menene kore?,Lema.,1677,2316490
385,Where is the knife?,Above the food.,Ina wuƙar?,A kan abincin.,254,2367880
386,How is the weather?,Sunny.,Yaya yanayin?,Yanayin rana.,2621,2408770
387,What is sticking out of the ground?,Branches.,Menene yake tsaye akan ƙasa?,Rassa.,2014,2410990
388,How many trains?,One.,Jiragen ƙasa nawa?,Ɗaya.,2716,2341904
389,What pattern is the zebra?,Stripes.,Menene launin jikin jakin dawan?,Ratsi- ratsi.,2017,2365039
390,What model is the laptop?,Apple.,Wani samfuri kwamfutar tafi-da- gidanka ce?,Apple.,595,2410068
391,What color is the laptop?,Black.,Menene launin kwamfutar tafi-da-gidankan?,Baqi.,671,2410068
392,What is grey and large?,Concrete wall.,Menene launin toka kuma ƙato?,Bangon kankare.,668,2391010
393,When was this taken?,Daytime.,Yaushe aka ɗauka wannan??,Da rana.,860,2415913
394,Why are the cars moving?,The light is green.,Meyasa motocin suke tafiya?,Fitilar koriya ce.,1087,2415601
395,Where was this photo taken?,At a zoo.,A ina aka ɗauka wannan hoton?,A gidan dabbobi.,202,2349358
396,What is the cars covered in?,Snow.,Menene ya rufe motocin?,Dusar ƙanƙara.,989,2414132
397,What is the color of the grass?,Green.,Menene launin ciyawar?,Kore.,1530,2336673
398,What is on the pillow?,The laptop case.,Menene a kan matashin kan?,Akwatin kwamfutar tafi-da-gidankan.,546,2373313
399,What part of the storefront is seen?,Window.,Wani ɓangaren gaban shagon ake gani?,Taga.,2331,2396561
400,How many people are pictured?,None.,Nawane adadin mutanen da aka nuna?,Babu.,640,2332193
401,Where is this picture taken?,At the zoo.,A ina aka ɗauka wannan hoton?,A gidan dabbobi.,202,2332193
402,What is in the man's hand?,Rope.,Menene a hannun mutumin?,Igiya.,1284,2390993
403,What has windows?,Buildings.,Menene yakeda taga?,Gine-gine.,1178,2329138
404,What is the woman wearing?,A t-shirt and shorts.,Me matar take sanye dashi?,Riga da gajeran wando.,2035,2399443
405,What utensil is on the plate?,Fork.,Wani kayan aiki ne akan farantin?,Cokali mai yatsu.,826,2385913
406,What color is the boat?,Blue.,Menene launin jirgin ruwan?,Shuɗi.,2230,2328500
407,What color is the sippy cup spout?,Green.,Menene launin bakin kofin yaran?,Kore.,1530,2346516
408,What color is the baby's wearing?,Light blue.,Menene launin da jaririn yake sanye da shi?,Shuɗi mai haske.,2224,2346516
409,What is the woman looking at to the left of the photo?,A cell phone.,Me matar take kallo zuwa hagun hoton?,Wayar hannu.,2549,2317544
410,What is under the man?,Skateboard.,Menene a ƙasan mutumin?,Allon sulu mai taya.,571,2391500
411,What is the pizza for?,Eating.,Fizza ɗin na menene?,Ci.,788,2367880
412,What are these people playing?,Tennis.,Wasan me waɗannan mutanen sukeyi?,Tanis.,2371,2386210
413,What number is on the red jersey?,5,Wacce lamba ce a jikin jar rigar wasanni?,5,31,2393748
414,What is the street sign says?,STOP all way.,Menene alamar titin tace?,STOP all way.,2113,2385206
415,What direction are three of the sheep looking in?,To the right.,Wani ɓangare tumakai ukun suke kallo?,Izuwa dama.,1306,2410990
416,What is there seven of showing on the zebras?,Legs.,Menene a gurin bakwai da suka nuna a jikin jakin dawan?,Ƙafofi.,2726,2365039
417,What is the pattern of the bedspread?,Floral.,Menene tsarin shimfiɗar gadon?,Na fure.,1927,2410068
418,What is the white cord on the bed?,Charge cord.,Menene farar igiyar kan gadon?,Igiyar caji.,1285,2410068
419,What is this area called?,Canal.,Me ake kiran wannan guri?,Hanyar jirgin ruwa.,1230,2395647
420,Who types on the keyboard?,The computer user.,Wanene yake rubutu a keyboard?,Mai amfani da kwamfuta.,1747,2342072
421,What color is the keyboard?,White.,Menene launin keyboard ɗin?,Fari.,1039,2342072
422,What moisture is the woman's mouth?,Wet.,Menene danshin bakin matar?,A jiƙe.,251,2401010
423,Where is the plane?,In the sky.,Ina jirgin?,A sama.,336,2376233
424,How many planes are there?,Two.,Nawane adadin jiragen sama a gurin?,Biyu.,761,2384817
425,What is between the camera and the bench?,Steel grate.,Menene a tsakanin kamarar da bencin?,Murfin ƙarfe.,1874,2373667
426,What are the crackers on?,A doily.,Akan me crackers ɗin suke?,Tuma ƙasa.,2479,2375728
427,Where was this picture taken?,At a park.,A ina aka ɗauka wannan hoton?,A gurin shaƙatawa.,212,2405799
428,What shape is the home button?,Round.,Menene siffar madannin gidan?,Zagaye.,2664,2370992
429,What color is the birds neck?,Black.,Menene launin wuyan tsuntsun?,Baƙi.,729,2332193
430,What type of ride is the woman on?,Ferris wheel.,A kan wani irin hawa matar take?,Ferris wheel.,1063,2360727
431,Where is the keyboard?,On laaptop.,Ina masarrafin kwamfutar?,A jikin kwamfutar tafi-da-gidankan.,243,2372150
432,What is on the beach?,Sand.,Menene a  bakin tekun?,Ƙasa.,2752,2399443
433,Why is it cold?,Its wintertime.,Meyasa ake sanyi?,Lokacin hunturu ne.,1705,2322887
434,Where is the person?,Under the blanket.,Ina mutumin?,A ƙarƙashin bargon.,396,2400498
435,What keeps the tire on the bike?,The rim.,Menene ya riƙe tayar akan keken?,Ƙarfen tayan.,2746,2370863
436,Where is this picture taken?,A restaurant.,A ina aka ɗauka wannan hoton?,A gidan abinci.,199,2346516
437,What color is the table?,Blue.,Menene launin teburin.?,Shuɗi.,2230,2392791
438,How many cats?,One.,Nawane adadin maguna?,Ɗaya.,2716,2316490
439,Who is holding the umbrella?,A man.,Waye yake riƙe da lema?,Mutumi.,1906,2415316
440,Who is there?,No one.,Waye a gurin?,Ba kowa.,607,2379652
441,What is the color of the sign?,Red.,Menene launin alamar?,Ja.,1321,2385206
442,Where are the green eyes?,Cat.,Ina korayen idanun?,Mage.,1739,2403773
443,What color is the first engine?,Red.,Menene launin injin ɗin farkon?,Ja.,1321,2341904
444,How many ties are there?,Two.,Nawane adadin ɗamarar wuya a gurin?,Biyu.,761,2392923
445,What is round and white?,Paper plate.,Menene me da'ira kuma fari?,Faratin takarda.,1021,2391010
446,What is the person doing?,Surfing.,Me mutumin yake yi?,Hawan igiyar ruwa?.,1251,2324679
447,How many trains are in the picture?,1,Nawane adadin jiragen ƙasa a cikin hoton?,1,8,2326701
448,What are on long windows?,Shutters.,Menene akan dogayen tagogi?,Murfin taga.,1873,2364944
449,What on top of the groom teddy bear head?,Hat.,Menene a saman kan angon ƴar tsana?,Hula.,1273,2401582
450,What building is in the middle?,The short one.,Wani gini ne a tsakiyan?,Guntun.,1205,2373667
451,How is the wall base?,Tiled.,Yaya ƙasan bangon?,An saka tayel.,580,2359902
452,Why is there writing on the bench?,For remembrance.,Meyasa akwai rubutu a jikin bencin?,Don tunawa.,972,2405799
453,Why is the street light on?,It is dark outside.,Meyasa fitilar titi a kunne?,Duhu yayi a waje.,980,2396561
454,Who is taking thep picture?,Photographer.,Waye yake ɗaukan hoton?,Mai ɗaukan hoto.,1780,2332193
455,What condition is the weather?,Sunny and cold.,Wani yanayi ne da sararin samaniya?,Rana da sanyi.,2007,2370772
456,What is being worn on the man's head?,Goggles.,Menene sake a kan mutumin?,Tabarau.,2319,2370772
457,Where is the train?,Track.,Ina jirgin ƙasan?,Titin jirgin ƙasa.,2421,2372875
458,What is on the chef's head?,Hat.,Menene a kan shugaban madafan?,Hula.,1273,2400596
459,What is the dog on?,Bike.,Akan me karen yake?,Babur.,642,2394177
460,Where is the woman?,On a beach.,Ina matar?,A bakin teku.,58,2399443
461,What is the person riding?,A bike.,Me matar take tuƙawa?,Keke.,1490,2370863
462,Where was the picture taken?,Home office.,A ina aka ɗauka hoton?,Ofishin gida.,1966,2335099
463,How many boats are seen?,1,Nawane adadin jiragen ruwa da aka gani?,1,8,2328500
464,What is covering the ground?,Stone.,Menene ya rufe ƙasa?,Dutse.,995,2317544
465,What color is the umbrella?,Black.,Menene launin lemar?,Baƙi.,729,2415316
466,How many courts can you see?,Four.,Nawane adadin filayen da ka iya gani?,Huɗu.,1280,2386210
467,What is the man holding?,A camera.,Me mutumin yake riƙe dashi?,Kamara.,1401,2393970
468,Who is casting shadows?,The boys.,Waye yake saka inuwa?,Mazan.,1837,2389352
469,What is the food sitting on?,A plate.,Akan me abincin yake ajiye?,Faranti.,1011,2391010
