,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
279,What is the main color of the bowl?,Brown.,Mene ne babban launi na kwano?,Ruwan ƙasa.,2105,2419020
280,What color is the bike?,Royal blue and white.,Wani launi ne da babur ɗin?,Shuɗin sarauta da fari.,2236,2334271
281,What is brown and wooden?,The floor.,Menene ruwan ƙasa kuma na katako?,Ƙasan.,2760,2399073
282,Where toilet you see a window?,On the left top of building.,A ina bayan gida ka ga taga?,Daga sama hagun ginin.,893,2402601
283,What is tihe girl holding?,A cell phone.,Me yarinyar take riƙe dashi?,Wayar salula.,2551,2411204
284,How many sheep ears are shown?,4,Nawane adadin kunnuwan tumaki da aka nuna?,4,28,2405669
285,What color is the liquid in the jar?,Green.,Wane launi ne ruwa a cikin gilashi?,Kore.,1530,2335395
286,What is standing past the lake?,A horse.,Menene ya wuce tafkin?,Doki.,946,2382680
287,What is two story?,A green house is.,Menene labarin biyu?,Koren gida ne.,1534,2390215
288,Where are the glasses?,Man's face.,Ina tabarau?,Akan fuskar mutumin.,490,2343628
289,How many birds are see here?,Three.,Nawa tsuntsaye suke gani anan?,Uku.,2495,2382868
290,Where is the white vase sitting?,On the floor.,Ina farin kaskon yake zaune?,A ƙasa.,400,2368252
291,Where is the mirror?,On the wall.,Ina madubin?,Jikin bango.,1354,2394763
292,What color cost the sand?,Light tan.,Wane launi ne kudin yashi?,Tan me haske.,2352,2415091
293,Where constitute the people located?,In a bus station.,Inda mutane ke zaune?,A cikin tashar mota.,136,2339180
294,What color is the tip of the umbrella?,White.,Mene launin saman karshen lemar?,Fari.,1039,2408406
295,What color are the pants?,Gray.,Wani launi ne wando?,Ruwan toka.,2087,2414854
296,Where is the keyboard?,On laaptop.,Ina masarrafin kwamfutar?,A jikin kwamfutar tafi-da-gidankan.,243,2372150
297,What color personify the man's shirt?,White.,Wane launi ne ke nuna rigar?,Fari.,1039,2345690
298,What color is the table decoration?,Green.,Wanne launi ne abun adon kan tebur din?,Kore.,1530,2346865
299,How many trains can be seen?,One.,Jirgin ƙasa nawa ake gani?,Ɗaya.,2716,2348234
300,What is on the keyboard?,Keys.,Menene keyboard?,Abun dannawa.,434,2362257
301,Why equal information_technology behind antiophthalmic_factor line?,To be protected.,Me yasa daidai bayanin bayanai_technology a bayan Antiophthalm_factor Line?,Dan ya bashi kariya.,918,2335167
302,Where are the dogs?,Parking lot.,Ina karnukan?,Wurin ajiye abin hawa.,2559,2394177
303,How many people are shown?,2,Mutane nawa ne aka nuna?,2,20,2407099
304,What shape is the icteric line?,Circle.,Wane siffar layin ma'ana?,Da'ira.,871,2389113
305,Why is the man on the court?,Playing tennis.,Meyasa mutumin yake filin?,Yin wasan tanis.,2659,2409658
306,What color is the child's shirt?,"Orange, black, and white.",Mene launin rigar yaron?,"Ruwan goro, baƙi and fari.",2061,2335297
307,When was the picture taken?,During day hours.,Yaushe aka ɗauki hoton?,Da awannin rana.,840,2395326
308,When is the bus arriving?,No bus.,Yaushe bas ɗin zata iso?,Babu bas.,628,2396267
309,What kind of sign is this?,Pedestrian walking sign.,Wacce irin alama ce wannan?,Alamar masu tafiyar ƙasa.,554,2408782
310,What does the sign say?,Carrots $3.50 a bunch.,Me ake ce a jikin alamar?,Karas $3.50 duk dauri.,1450,2316213
311,What is on the plate?,Fruit.,Mene akan farantin?,Kayan marmari.,1484,2390724
312,What color are the animals?,White.,Wani launi ne dabbobi?,Fari.,1039,2400153
313,What animal is in the upper left of the photo in the background?,A rhinoceros.,Wacce dabba ce a saman gefen hagu a kasan hoton?,Karkanda.,1462,2326477
314,What does the red mark along the person mean?,No walking.,Menene alamar ja da mutumin yake nufi?,Ba tafiya.,609,2419082
315,What is the sky like?,Overcast.,Yaya sama take?,Wuce gona da iri.`.,2557,2326516
316,How many teddy bears can be pick_up inch the photo?,One.,Nawa Bears na Bears na iya zama pick_up inch da hoton?,Ɗaya.,2716,2343921
317,Why is the cat eating?,It is hungry.,Meyasa mage ke cin abinci?,Tana jin yunwa.,2358,2408925
318,What color is the city bus?,Red.,Menene launin bas ɗin cikin gari?,Ja.,1321,2407619
319,Where are the elephants?,In the water.,Ina giwayen?,Suna ruwa.,2284,2393344
320,What is the dog on?,Bike.,Menene kare?,Babur.,642,2394177
321,What color follow the airplane?,White.,Wane launi ne ke biyo baya?,Fari.,1039,2382006
322,What people_of_color comprise her trench coat?,Yellow.,Wadanne mutane_of_color sun hada da suturar ta?,Rawaya.,2025,2387389
323,How many players are there?,One.,`Yan wasa nawa ne a wajan?,Ɗaya.,2716,2353347
324,What cast is on the silks?,Diamond.,Wane simin a kan siliki?,Lu`u-lu`u.,1712,2406313
325,What color is the disc holder?,White.,Mene launin abun rike diski?,Fari.,1039,2368296
326,Why does the building consume windows?,For air.,Me yasa ginin cinye windows?,Saboda iska.,2126,2363446
327,What equal bottom the stove?,A microwave.,Wane daidai ne na murhun?,Microwave.,1855,2419005
328,When was this image taken?,During the afternoon.,Da yaushe aka ɗauki wannan hoton?,Da rana.,860,2363303
329,Who is behind the mask?,The man.,Waye ya saka takunkumi fuska?,Mutumin.,1923,2370787
330,What is being held people?,Umbrellas.,Me mutane suke riƙe da?,Lema.,1677,2411542
331,Where is the image taken?,Ramp.,Ina hoton da aka ɗauki hoton?,Gangara.,1133,2359134
332,What constitute written on board?,Letters.,Abin da aka rubuta rubuce a kan jirgin?,Harrufa.,1233,2419435
333,Where was the photo taken?,Water.,Ina aka dauki hoton?,Ruwa.,2057,2316244
334,What type of flowers are these?,Wild flowers.,Wasu irin furanni ne waɗannan?,Manyan furanni.,1788,2389897
335,Why can't we see the smaller elephant's left eye?,Because the elephant is facing right.,Meyasa bama iya ganin idon hagun ƙaramar giwar?,Saboda giwar tana kallon dama.,2124,2379780
336,What color is the grass?,Green.,Wani launi ne ciyawar?,Kore.,1530,2342769
337,What is the landing area often called?,Tarmac.,Me ake yawan kiran wajan saukar?,Tarmac.,2375,2412956
338,What has tires?,A motorbike.,Me ke da tayoyin?,Babur.,642,2394177
339,What animal is in front of the table?,A dog.,Wacce dabba ce a gaban teburin?,Kare.,1458,2389566
340,What are the people doing?,Drinking.,Menene mutanen suke yi?,Shan abu.,2194,2419032
341,What kind of vegetables are In the dish?,Carrots and broccoli.,Wadanne irin kayan lambu suke cikin kwano?,Karas da burokoli.,1451,2401708
342,What comprise grey and large?,Concrete wall.,Me ya hada da launin toka da babba?,Bangon kankare.,668,2391010
343,What is the fence made of?,Barbed wire.,Da me akayi shingen?,Waya mai ƙayoyi.,2546,2336865
344,Who is playing a game?,The girl.,Waye yake wasa.?,Yarinyar.,2638,2328574
345,How many airplanes are there?,One.,Yawan jiragen sama nawa ne?,Ɗaya.,2716,2401318
346,Where are roman numerals?,On a clock.,A ina lambobin romaniya?,Jikin agogo.,1352,2367474
347,Where is the grass?,On the hill.,A ina ciyawar take?,A kan tudun.,304,2406667
348,What is sitting Indiana the wooden block?,Knives.,Me ke zaune adariana da katako?,Wuƙaƙe.,2564,2364752
349,Where is the truck?,In the park.,Ina babbar motar take?,A fili wasa.,152,2379395
350,What shape equal the sign?,Octagon.,Wane siffar daidai take da alamar?,Octagon.,1963,2403941
351,What color is the bowl?,Green.,Menene launin kwanon?,Kore.,1530,2409141
352,What is on the movement of the plane?,Propeller.,Menene akan motsin jirgin?,Propeller.,1985,2319966
353,What color is the supposed water?,Blue.,Wane launi ne ruwan da ake tsammani?,Shuɗi.,2230,2418462
354,What follow the boy holding?,A balloon.,Me ya bi yaron yake riƙe?,Balo.,655,2365326
355,What animal is he milking?,A cow.,Wace dabba yake tatsa?,Saniya.,2175,2325788
356,Where is the motorboat?,By the shore.,Ina jirgin ruwan?,Kusa da gaɓar ruwan.,1567,2386663
357,Why is the man wearing glasses?,To see clearly.,Me yasa mutumin ya sa tabarau?,Ya gani sosai.,2570,2419238
358,What can be seen in the distance?,Mountains.,Me za a iya gani a nesa?,Duwatsu.,997,2398038
359,Where are the fries?,On the plate.,Ina soyayyan dankalin?,A kan faranti.,268,2343352
360,Where is the picture taken?,The picture is taken indoors.,Ina aka ɗauki hoton?,An ɗauki hoton a cikin gida.,584,2383417
361,Who is walking?,2 men.,Wanene ke tafiya?,maza 2.,2683,2324218
362,What color is the right skier's pants?,Purple and red.,Menene launin wandon mai sulun ƙanƙara na hannun dama?,Shunayya da ja.,2213,2400273
363,What color are the skateboard wheels?,Green.,Wane launi ne masu skateboad?,Kore.,1530,2378774
364,When is the photo taken?,Daytime.,Da yaushe aka ɗauki hoton ?,Da rana.,860,2380355
365,How many people are there?,2,Nawa ne adadin mutane a gurin?,2,20,2342023
366,What are the boats floating on?,Water.,Menene kwale-kwale ke iyo?,Ruwa.,2057,2368125
367,What is the color of the snow?,White.,Wani launi ne ƙanƙarar?,Fari.,1039,2322074
368,What covers this item?,The toilet lid.,Me ya rufe wannan abun?,Murfin masai.,1872,2418222
369,What comprise behind the horse?,Trees.,Me ya hada da dokin?,Bishiyoyi.,756,2415522
370,What color is the sky?,Blue.,Mene launin sararin samaniya?,Shuɗi.,2230,2342608
371,Where are the person's feet?,On the bike.,Ina ƙafafun mutum?,Akan abun hawa.,472,2418234
372,How is the dog positioned?,It is sitting.,Yaya karen yake?,Yana zaune.,2616,2327260
373,What color are the majority of the boats?,White.,Wanne launin mafi yawan jirgin ruwa suke dashi?,Fari.,1039,2334735
374,Where was this photo taken?,Skate park.,A ina aka ɗauka hoton?,Gurin sulun allo mai taya.,1208,2402674
375,What is red?,Kite.,Menene ja?,Jirgin keda.,1366,2419343
376,What color is the man's goggles?,Orange.,Wane launi ne garken mutum?,Ruwan lemo.,2075,2332982
377,What make_up the color of the front train?,Black.,Me sanya_up da launi na gaban jirgin?,Baƙi.,729,2404890
378,How many blue and white players are shown?,Two.,Nawa aka nuna Blue da Farin 'yan wasa?,Biyu.,761,2419229
379,What get_along the sign say?,Strabe des 13. Januar.,Me samu_Alnong alama ce?,Strabe des 13. Januar.,2257,2362098
380,What color leafage are on the corner closeby?,Green.,Wane harsashi mai launi yana kan kusurwar kusa?,Kore.,1530,2418797
381,What colouring cup is on the table?,White.,Wani kofin launi yake akan tebur?,Fari.,1039,2341119
382,What color is the surface they are make_for on?,Green.,Wane launi ne farfajiyar da suke ciki?,Kore.,1530,2418360
383,What are the vegetables kept in?,A bowl.,A cikin ina kayan lambun suke ajiye?,Kwano.,1626,2410109
384,What live red?,Tomato.,Menene ja?,Tumatir.,2482,2410448
385,What follow along the tower?,A clock face.,Me ke bin hasumiyar?,Fuskar agogo.,1112,2341134
386,What kind of animal is there?,A zebra.,Wani irin dabba ke nan?,Jakin dawa.,1332,2366011
387,What is the woman in white walking?,A cow.,Me matar dake sanye da farar riga ke ja?,Saniya.,2175,2371578
388,When is this taken?,During the day.,Yaushe aka ɗauka wannan?,Da rana.,860,2351920
389,Where make_out this skier start?,Top of the hill.,Inda sanya_ut wannan skier wannan ya fara?,Saman tsauni.,2164,2342715
390,What is in the background?,Trees.,Menene a bayan?,Bishiyoyi.,756,2323128
391,What is the weather like?,Cloudy.,Kamar yaya yanayin yake?,Mai gajimare.,1751,2366013
392,Where is the bear's body?,Behind the board.,Ina jikin beyar?,A bayan katako.,72,2401929
393,How many billet chairs equal pictured?,1,Guda nawa na Billet daidai yake da hoto?,1,8,2419093
394,What color follow the sky?,Blue.,Wane launi ne ke biyo baya?,Shuɗi.,2230,2390891
395,Who is there?,No one.,Waye a gurin?,Ba kowa.,607,2379652
396,How many suitcases are there?,1,Akwatuna nawa ne a wurin?,1,8,2331422
397,What fruit be there?,Lemon.,Wadanne 'ya'yan itacen zama?,Lemon tsami.,1680,2418938
398,How many bears are pictured?,One.,Da yawa ana nuna Bears?,Ɗaya.,2716,2328161
399,World_Health_Organization is sitting on the seat?,Woman.,Hukumar Lafiya ta Duniya tana zaune a kujerar?,Mata.,1809,2355466
400,When was the picture taken?,During daytime.,Yaushe aka ɗauki wannan?,Da rana.,860,2391354
401,What is the man doing?,Surfing.,Me mutumin yake yi?,Hawa igiyar ruwa .,1245,2346276
402,What is the white animal?,Bird.,Meye farin dabbar?,Tsuntsuwa.,2465,2380626
403,What color is the shirt?,Pink.,Mene launin rigar?,Ruwan hoda.,2067,2329954
404,What is the vegetable portion?,French fries.,Menene yanki kayan lambu?,French fries.,1098,2389268
405,How many dogs are in the picture?,One.,Karnuka nawa ne a hoton?,Ɗaya.,2716,2348407
406,What type of food is being prepared?,Pizza.,Wani irin abinci ake shirya?,Fiza.,1092,2359140
407,What spans across the background of the picture?,A large white tent.,Menene ya keta iyakokin bainar hoton?,Babbar farar rumfa.,618,2400445
408,What is white and filling the sky?,Clouds.,Menene farin daya cika sararin samaniya?,Gajimare.,1131,2393878
409,What type of seating is shown?,Benches.,Wanne irin abin zama aka nuna?,Benci.,737,2401976
410,Who is on top the tv?,A cat.,Waye a saman talabijin din?,Mage.,1739,2329019
411,What time is it?,01:15:00,Mene lokaci?,01:15:00,3,2398899
412,What is the baseball wearing on top?,A shirt.,Me baseball ɗin yake sanye da shi a sama?,Riga.,2038,2364115
413,When was the man tilting his head?,Nighttime.,Yaushe mutumin yake karkata kanshi?,Lokacin dare.,1700,2384775
414,How equal the sky?,Clear.,Yaya sararin sama?,Tas.,2378,2403065
415,wherefore make_up the man holding axerophthol baseball_game mitt?,He is playing baseball.,Don haka sanya_up mutumin yana riƙe da bututun ƙwallon ƙafa_Game Mitt?,Yana yin wasan baseball.,2614,2370651
416,What is above the clock face?,A window.,Menene a saman fuskar agogon?,Taga.,2331,2362585
417,What is the man doing?,Sleeping on the bench.,Me mutumin yake yi?,Yana barci aka benci.,2589,2360541
418,What is this deoxyadenosine_monophosphate picture of?,A house that's half torn down.,Menene wannan hoton Monophosphate?,Gidan da rabin shi ya rushe.,1171,2370375
419,What material is couch based on?,Leather.,Da wanne abu akayi kungiya.?,Fata.,1061,2416233
420,What is the boy wearing?,White shirt.,Menene saurayin?,Farar riga.,1016,2402947
421,What is the building?,The subway station.,Menene ginin?,Tashar jingin ƙasa.,2382,2319911
422,When was the picture taken?,During a tennis match.,Yaushe aka ɗauki hoton nan?,A lokacin wasan tanis.,323,2388311
423,Where is the motorcycle?,On the road.,Ina mashin?,Akan titi.,532,2378098
424,What color is the desk?,Black.,Wane launi ne tebur?,Baƙi.,729,2334302
425,Who is in the sky?,A bird.,Wanene ke sararin sama?,Tsuntsu.,2464,2345970
426,How constitute the weather?,Sunny.,Yaya yanayin?,Rana.,2011,2419234
427,Where is the candle?,On paper.,A ina kyandir din ya ke?,Akan takardar.,523,2344916
428,What color are the curtains?,Multi color.,Wana launine labulayan?,Launin dayawa ajiki.,1655,2346762
429,How much facial hair does the man have?,A beard and mustache.,Gashin fuska nawa yake dashi?,Gemu da gashin baki.,1161,2368783
430,How are the zebras positioned?,Standing.,Yaya jakunan dawan suke?,Tsaye.,2450,2366365
431,Where is the bird?,On the beach.,Ina tsuntsu?,Yana gefen ruwa.,2594,2350133
432,How many people in background?,1,Mutane nawa ne a asali?,1,8,2410448
433,What is the main subject?,Stuffed animals.,Menene babban batun?,Dabbobin 'yar tsana.,876,2383244
434,What are the people doing?,Walking.,Menene mutanen suke yi?,Tafiya.,2328,2403760
435,Where was the picture taken?,The park.,A ina aka ɗauki hoton.?,A lambu.,322,2321088
436,What is the man doing?,Surfing.,Me mutumin yake yi?,Sulun igiyar ruwa.,2263,2396522
437,What color is the plate on the bottom?,Clear.,Wane launi ne farantin a ƙasa?,Garai-garai.,1141,2354781
438,What is on the man's eyes?,Sunglasses.,Mene a idanun mutumim?,Madubi ido.,1731,2403065
439,Where is the knife?,Laying on the plate.,Ina wuka?,Kan farantin.,1416,2372034
440,Where is the taken?,On the street.,A ina aka ɗauka wannan?,A kan titin.,301,2407576
441,When was this photograph taken?,When the ball was in the air.,Yaushe ake ɗaukar hoto?,Lokacin da aka saka kwallon sama.,1690,2414610
442,What is the kitchen filled with?,White and black appliances.,Menene dafa abinci ya cika?,Fari da baƙin kayan aiki.,1025,2374937
443,Where constitute the boat floating in?,Water.,Inda ya zama jirgin ruwan ya tashi?,Ruwa.,2057,2340874
444,Where are they sitting?,On the boat.,A ina suke zaune?,Kan jirgin ruwa.,1424,2315730
445,Who is in the picture?,People.,Wanene a wannan hoton?,Mutane.,1886,2412380
446,What is on the people's faces?,Sunglasses.,Menene a fuskokin mutanen?,Tabarau ɗin kare rana.,2316,2355594
447,What are the two live plants that can be seen in the photo?,Ivy and a tree.,Wasu tsiro ne biyu masu rai ake iya gani a ciki hoton?,Ivy da bishiya.,1303,2370602
448,Who is designing the cake?,A woman.,Wanene yake tsara kek din?,Mata.,1809,2317878
449,When was the game played?,During daylight hours.,Yaushe wasan ya buga?,Lokacin haske rana.,1702,2370651
450,How do the trains look?,Yellow and blue.,Ta yaya jiragen jiragen kasa suke yi?,Rawaya da shuɗi.,2023,2419117
451,Who is wearing the face mask?,Catcher.,Wake sanye da takunkumin fuska?,Mai kamawa.,1761,2416479
452,Where is the picture taken?,Fast food restaurant.,Ina hoton da aka dauki hoton?,Gidan cin abinci da sauri.,1170,2344057
453,What is the man holding?,A camera.,Me mutumin yake riƙe dashi?,Kamara.,1401,2393970
454,What is green?,Trees.,Menene kore?,Bishiyoye.,754,2416089
455,What color is the bear?,Yellow.,Menene launin beyar?,Rawaya.,2025,2328161
